,Nome,CGC,Endereco
645,"PARQUE SAO LUCAS, SP",4032-0,"avenida sao lucas num 180 - parque sao lucas 32390 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4032-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
646,"PATIO DO COLEGIO, SP",2873-8,"largo patteo do collegio num 1 - se 101640 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2873-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
647,"PEDROSO DE MORAES, SP",0263-1,"avenida pedroso de morais num 644 - pinheiros 54201 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0263-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
648,"PENHA DE FRANCA, SP",0262-3,"rua comendador cantinho num 458 - penha de franca 360320 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0262-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
649,"PERDIZES, SP",1005-7,"avenida sumare num 1123 - perdizes 5016110 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1005-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
650,"PERUS, SP",4126-2,"rua juvencio de araujo figueiredo num 633 - vila perus 5204140 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4126-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
651,"PIRITUBA, SP",4049-5,"rua guerino giovani leardini - pirituba 293740 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4049-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
652,"PLANALTO PAULISTA, SP",1654-3,"avenida indianopolis num 2125 - planalto paulista 40634 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1654-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
653,"PONTE RASA, SP",1234-3,"avenida sao miguel num 4333 - vila constancia 38710 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1234-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
654,"PORTAL DO MORUMBI, SP",3256-5,"avenida doutor guilherme dumont villares num 1375 - vila suzana 56403 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3256-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
655,"PORTO GERAL, SP",0237-2,"rua boa vista num 304 - centro 10140 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0237-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
656,"PRACA DA ARVORE, SP",0255-0,"avenida jabaquara num 442 - mirandopolis 40460 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0255-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
657,"PRACA DA REPUBLICA, SP",4070-3,"praca da republica num 309 - centro 10451 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4070-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
658,"PRACA DO FORRO, SP",4778-3,"avenida sao miguel num 9647 - vila norma 80700 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4778-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
659,"PRACA ITAQUERA, SP",4150-5,"rua augusto carlos bauman num 851 - itaquera 8210590 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4150-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
660,"RAPOSO TAVARES, SP",3271-9,"avenida engenheiro heitor antonio eiras garcia num 4185 - jardim raposo tavares 5564100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3271-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
661,"RUA CLEMENTE ALVARES, SP",0256-9,"rua clemente alvares num 351 - lapa 507450 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0256-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
662,"RUA DIREITA, SP",3056-2,"rua direita num 200/210 - centro 10020 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3056-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
663,"RUA PAULA SOUSA, SP",3764-8,"rua paula sousa num 146/152 - centro 10270 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3764-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
664,"RUA SCHILLING, SP",4038-0,"rua schilling num 478 - vila leopoldina 53021 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4038-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
665,"SANTA CECILIA, SP",0267-4,"rua das palmeiras num 233 - santa cecilia 122610 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0267-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
666,"SANTANA, SP",0268-2,"rua voluntarios da patria num 1512 - santana 2010300 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0268-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
667,"SAO BENTO, SP",1004-9,"rua sao bento num 397 - centro 1011100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1004-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
668,"SAO JOAO CLIMACO, SP",3124-0,"rua sao joao climaco num 602 - sao joao climaco 42550 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3124-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
669,"SAO MIGUEL PAULISTA, SP",0605-0,"rua serra dourada num 234 - sao miguel paulista 80100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0605-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
670,"SAPOPEMBA, SP",4011-8,"avenida sapopemba num 7375 - sapopemba 33741 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4011-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
671,"SE, SP",0235-6,"praca da se num 111 - se 10011 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0235-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
672,"SENADOR QUEIROS, SP",0253-4,"avenida senador queiros num 111 - centro 10261 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0253-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
673,"SERRA DA CANTAREIRA, SP",3019-8,"rua maria amalia lopes azevedo num 1000 - vila albertina 23501 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3019-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
674,"SERRA DE BRAGANCA, SP",3208-5,"rua serra de braganca num 1280 - vila gomes cardim 33180 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3208-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
675,"SETE DE ABRIL, SP",0249-6,"rua sete de abril num 345 - centro 10430 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0249-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
676,"SHOPPING FREI CANECA, SP",2879-7,"rua frei caneca num 569 - bela vista 13071 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2879-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
677,"SHOPPING INTERLAR ARICANDUVA, SP",4154-8,"avenida aricanduva num 5555 - vila matilde 3527904 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4154-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
678,"SILVA TELES, SP",3217-4,"rua silva teles num 60 - pari 30260 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3217-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
679,"SILVIO ROMERO, SP",1655-1,"rua serra de braganca num 336 - vila gomes cardim 33180 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1655-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
680,"SP MARKET, SP",4139-4,"avenida das nacoes unidas num 22351 - vila almeida 4795904 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4139-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
681,"TAMANDARE, SP",3232-8,"rua tamandare num 649 - liberdade 15251 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3232-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
682,"TATUAPE, SP",0270-4,"avenida celso garcia num 3520 - tatuape 30640 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0270-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
683,"TIBURCIO DE SOUZA, SP",4136-0,"estrada tiburcio de sousa num 190 - itaim paulista 81400 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4136-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
684,"TUCURUVI, SP",4033-9,"avenida tucuruvi num 878, 882, 890, 894 - tucuruvi 23042 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4033-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
685,"TURIASSU, SP",2941-6,"rua turiassu num 1371 - perdizes 50051 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2941-6 horario de atendimento: 10:00 as 16:00 (dias uteis)"
686,"TUTOIA, SP",3033-3,"rua tutoia - paraiso 40075 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3033-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
687,"USP, SP",3396-0,"avenida professor luciano gualberto num s/n - butanta 550810 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3396-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
688,"VALO VELHO, SP",4533-0,"estrada de itapecerica num 8629 - capao redondo 58583 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4533-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
689,"VIA ANCHIETA, SP",1017-0,"via anchieta num 1558 - sacoma 42462 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1017-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
690,"VICENTE RAO, SP",3116-0,"avenida professor vicente rao num 1255 - jardim petropolis 46361 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3116-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
691,"VIEIRA DE MORAES, SP",1617-9,"rua vieira de morais num 900 - campo belo 46172 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1617-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
692,"VILA ALPINA, SP",1601-2,"rua costa barros num 1051 - vila alpina 32100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1601-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
693,"VILA ANASTACIO, SP",3262-0,"rua bartolomeu paes num 810, 814, 818, 826 - vila anastacio 50920 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3262-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
694,"VILA CARMOSINA, SP",2111-3,"avenida itaquera num 7288 - vila carmosina 82950 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2111-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
695,"VILA CARRAO, SP",0272-0,"avenida conselheiro carrao num 2216 - vila carrao 34022 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0272-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
696,"VILA DIVA, SP",1618-7,"rua doutor gabriel de resende num 573/575 - vila invernada 33505 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1618-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
697,"VILA DOS REMEDIOS, SP",3059-7,"avenida dos remedios num 844 - vila dos remedios 51071 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3059-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
698,"VILA EMA, SP",1976-3,"avenida vila ema num 3840 - vila ema 32821 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1976-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
699,"VILA ESPERANCA, SP",1635-7,"avenida amador bueno da veiga num 1959 - vila esperanca 36351 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1635-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
700,"VILA FORMOSA, SP",1006-5,"praca doutor sampaio vidal num 40 - vila formosa 335660 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1006-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
701,"VILA GUILHERME, SP",1007-3,"rua maria candida num 1280 - vila guilherme 207111 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1007-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
702,"VILA JACUI, SP",4634-5,"avenida tenente laudelino ferreira do amaral num 455/463 - vila jacui 80600 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4634-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
703,"VILA LIVIERO, SP",2368-0,"avenida carlos liviero num 1095 - vila liviero 4186100 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2368-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
704,"VILA MADALENA, SP",3277-8,"rua fradique coutinho num 1339 - pinheiros 541611 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3277-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
705,"VILA MANCHESTER, SP",3128-3,"avenida conselheiro carrao num 3257,3259,3261,3263 - vila carrao 34033 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3128-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
706,"VILA MARIA, SP",0273-9,"avenida guilherme cotching num 1170 - vila maria 211312 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0273-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
707,"VILA MASCOTE, SP",3330-8,"avenida santa catarina num 287 - vila alexandria 46351 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3330-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
708,"VILA MATILDE, SP",1008-1,"rua dona matilde num 736 - vila matilde 35120 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1008-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
709,"VILA NOVA CACHOEIRINHA, SP",1371-4,"avenida deputado emilio carlos num 3902 - vila nova cachoeirinha 27200 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1371-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
710,"VILA NOVA CONCEICAO, SP",1218-1,"rua afonso braz num 280 - vila nova conceicao 45111 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1218-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
711,"VILA OLIMPIA, SP",2926-2,"rua olimpiadas num 205 - vila olimpia 45510 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 2926-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
712,"VILA PARANAGUA, SP",1376-5,"avenida sao miguel num 6924 - vila norma 80702 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1376-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
713,"VILA PRUDENTE, SP",0275-5,"praca padre damiao num 67 - vila prudente 312650 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0275-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
714,"VILA SABRINA, SP",4105-0,"avenida gustavo adolfo num 2915/2917 - vila sabrina 22091 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4105-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
715,"VILA SOCORRO, SP",3329-4,"avenida guarapiranga num 1970 - vila socorro 49025 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 3329-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
716,"VILA SONIA, SP",4076-2,"avenida professor francisco morato num 3381/3389 - vila sonia 55210 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 4076-2 horario de atendimento: 10:00 as 16:00 (dias uteis)"
717,"VILLA LOBOS, SP",0245-3,"avenida doutor gastao vidigal num 1437 - vila leopoldina 53140 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 0245-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
718,"VITAL BRASIL, SP",1003-0,"avenida vital brasil num 495 - butanta 55031 - sao paulo, sp tel: (11) 4003-1043 ag. numero: 1003-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
719,"SAO PEDRO, SP",1200-9,"rua verissimo prado num 50 - praca santa cruz 135200 - sao pedro, sp tel: (19) 4003-1043 ag. numero: 1200-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
720,"SAO ROQUE, SP",0576-2,"rua professor germano negrini num 125 - centro 18130450 - sao roque, sp tel: (11) 4003-1043 ag. numero: 0576-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
721,"SAO SEBASTIAO, SP",1357-9,"avenida guarda-mor lobo viana num 421 - vila amelia 116091 - sao sebastiao, sp tel: (12) 4003-1043 ag. numero: 1357-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
722,"SAO SEBASTIAO DA GRAMA, SP",2352-3,"avenida cap joaquim rabello andrade num 327 - centro 137900 - sao sebastiao da grama, sp tel: (19) 4003-1043 ag. numero: 2352-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
723,"SAO SIMAO, SP",2092-3,"rua expedicionarios num 474 - centro 142000 - sao simao, sp tel: (16) 4003-1043 ag. numero: 2092-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
724,"CONTINENTAL, SP",4569-1,"avenida deputado ulisses guimaraes num 1103 - jardim rio branco 113470 - sao vicente, sp tel: (13) 4003-1043 ag. numero: 4569-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
725,"FREI GASPAR, SP",3858-0,"rua frei gaspar num 2233 - parque sao vicente 113400 - sao vicente, sp tel: (13) 4003-1043 ag. numero: 3858-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
726,"MARTIM AFONSO, SP",4129-7,"rua antonio emmerick num 1288 - vila sao jorge 113700 - sao vicente, sp tel: (13) 4003-1043 ag. numero: 4129-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
727,"PRESIDENTE WILSON, SP",3346-4,"avenida presidente wilson num 1106 - centro 113200 - sao vicente, sp tel: (13) 4003-1043 ag. numero: 3346-4 horario de atendimento: 10:00 as 16:00 (dias uteis)"
728,"SAO VICENTE, SP",0354-9,"rua jacob emerick num 215 - centro 1131071 - sao vicente, sp tel: (13) 4003-1043 ag. numero: 0354-9 horario de atendimento: 10:00 as 16:00 (dias uteis)"
729,"SERRA NEGRA, SP",1168-1,"rua sete de setembro num 26 - centro 139300 - serra negra, sp tel: (19) 4003-1043 ag. numero: 1168-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
730,"SERRANA, SP",3479-7,"rua luiz antonio de mattos num 220 - jardim boa vista 141500 - serrana, sp tel: (16) 4003-1043 ag. numero: 3479-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
731,"AVENIDA NOSSA SENHORA, SP",2993-9,"avenida nossa senhora aparecida num 1636 - sao joao 14170160 - sertaozinho, sp tel: (16) 4003-1043 ag. numero: 2993-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
732,"SERTAOZINHO, SP",0355-7,"rua barao do rio branco num 1700 - centro 14160570 - sertaozinho, sp tel: (16) 4003-1043 ag. numero: 0355-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
733,"SOCORRO, SP",1176-2,"rua treze de maio num 91 - centro 139600 - socorro, sp tel: (19) 4003-1043 ag. numero: 1176-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
734,"ALEM PONTE, SP",0367-0,"avenida sao paulo num 925 - alem ponte 180132 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 0367-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
735,"CAMPOLIM, SP",2757-0,"avenida antonio carlos comitre num 86 - parque campolim 18047620 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 2757-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
736,"EDEN, SP",2870-3,"avenida independencia num 5007 - eden 181030 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 2870-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
737,"GENERAL OSORIO, SP",3255-7,"avenida general osorio num 691 - vila trujillo 18060501 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 3255-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
738,"ITAVUVU, SP",3499-1,"avenida itavuvu num 3799 - jardim santa cecilia 180785 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 3499-1 horario de atendimento: 10:00 as 16:00 (dias uteis)"
739,"MANCHESTER PAULISTA, SP",4984-0,"avenida doutor armando pannunzio num 1530 - jardim vera cruz 180500 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 4984-0 horario de atendimento: 10:00 as 16:00 (dias uteis)"
740,"SOROCABA NORTE, SP",4090-8,"avenida ipanema num 780 - vila nova sorocaba 18070671 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 4090-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
741,"SOROCABA, SP",0356-5,"rua doutor alvaro soares num 3 - centro 18010190 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 0356-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
742,"TROPEIROS, SP",2025-7,"avenida general carneiro num 1684 - vila lucy 180434 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 2025-7 horario de atendimento: 10:00 as 16:00 (dias uteis)"
743,"VILA PROGRESSO, SP",4137-8,"rua aparecida num 1067 - vila progresso 180950 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 4137-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
744,"WANEL VILLE, SP",4892-5,"rua paulo emanuel de almeida num 441 - wanel ville 18053505 - sorocaba, sp tel: (15) 4003-1043 ag. numero: 4892-5 horario de atendimento: 10:00 as 16:00 (dias uteis)"
745,"ANHANGUERA DE SUMARE, SP",2885-1,"avenida emilio bosco num 201 - jardim morumbi (nova veneza) 131800 - sumare, sp tel: (19) 4003-1043 ag. numero: 2885-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
746,"ORQUIDEA DE SUMARE, SP",3503-3,"rua jose vedovatto num 1790 - jardim denadai (nova veneza) 13181440 - sumare, sp tel: (19) 4003-1043 ag. numero: 3503-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
747,"SUMARE, SP",0961-0,"avenida sete de setembro num 57 - centro 1317036 - sumare, sp tel: (19) 4003-1043 ag. numero: 0961-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
748,"GLICERIO, SP",2871-1,"rua general francisco glicerio num 953 - centro 86743 - suzano, sp tel: (11) 4003-1043 ag. numero: 2871-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
749,"PARQUE MARIA HELENA, SP",3161-5,"rua vereador joao batista fitipaldi num 115 - vila maluf 86850 - suzano, sp tel: (11) 4003-1043 ag. numero: 3161-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
750,"SHOPPING SUZANO, SP",3005-8,"rua sete de setembro num 555 - centro 867320 - suzano, sp tel: (11) 4003-1043 ag. numero: 3005-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
751,"SUZANO, SP",0642-4,"rua general francisco glicerio num 1600 - centro 86742 - suzano, sp tel: (11) 4003-1043 ag. numero: 0642-4 horario de atendimento: 10:00 as 15:00 (dias uteis)"
752,"PIRAJUSSARA, SP",4039-8,"estrada kizaemon takeuti num 2687 - parque sao joaquim 67753 - taboao da serra, sp tel: (11) 4003-1043 ag. numero: 4039-8 horario de atendimento: 10:00 as 16:00 (dias uteis)"
753,"TABOAO DA SERRA, SP",0357-3,"rua do tesouro num 254 - parque santos dumont 6754190 - taboao da serra, sp tel: (11) 4003-1043 ag. numero: 0357-3 horario de atendimento: 10:00 as 16:00 (dias uteis)"
754,"TAMBAU, SP",1352-8,"rua capitao david num 49 - centro 137100 - tambau, sp tel: (19) 4003-1043 ag. numero: 1352-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
755,"TANABI, SP",4183-1,"rua sete de setembro num 77 - centro 151700 - tanabi, sp tel: (17) 4003-1043 ag. numero: 4183-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
756,"TAPIRATIBA, SP",2104-0,"praca nossa senhora da conceicao num 64 - centro 137600 - tapiratiba, sp tel: (19) 4003-1043 ag. numero: 2104-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
757,"TAQUARITINGA, SP",0358-1,"rua visconde do rio branco num 455 - centro 1590015 - taquaritinga, sp tel: (16) 4003-1043 ag. numero: 0358-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
758,"TAQUARITUBA, SP",3478-9,"rua dr ataliba leonel num 503 - centro 187400 - taquarituba, sp tel: (14) 4003-1043 ag. numero: 3478-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
759,"CAPITAL DA MUSICA, SP",4188-2,"rua onze de agosto num 186 - centro 182701 - tatui, sp tel: (15) 4003-1043 ag. numero: 4188-2 horario de atendimento: 10:00 as 15:00 (dias uteis)"
760,"TATUI, SP",0359-0,"rua juvenal de campos num 642 - centro 18270330 - tatui, sp tel: (15) 4003-1043 ag. numero: 0359-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
761,"AV CHARLES SCHNEIDER, SP",4228-5,"avenida italia num 1522 - jardim das nacoes 12030212 - taubate, sp tel: (12) 4003-1043 ag. numero: 4228-5 horario de atendimento: 10:00 as 15:00 (dias uteis)"
762,"AV INDEPENDENCIA, SP",4081-9,"avenida independencia num 841 - jardim independencia 120311 - taubate, sp tel: (12) 4003-1043 ag. numero: 4081-9 horario de atendimento: 10:00 as 15:00 (dias uteis)"
763,"MAZZAROPI, SP",2898-3,"rua conselheiro moreira de barros num 65 - centro 1201080 - taubate, sp tel: (12) 4003-1043 ag. numero: 2898-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
764,"TAUBATE, SP",0360-3,"rua doutor silva barros num 361 - centro 12080300 - taubate, sp tel: (12) 4003-1043 ag. numero: 0360-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
765,"VILA SAO JOSE, SP",3272-7,"avenida brigadeiro jose vicente de faria lima - jardim maria augusta 120700 - taubate, sp tel: (12) 4003-1043 ag. numero: 3272-7 horario de atendimento: 10:00 as 15:00 (dias uteis)"
766,"TEODORO SAMPAIO, SP",4233-1,"avenida cuiaba num 1747 - centro 192800 - teodoro sampaio, sp tel: (18) 4003-1043 ag. numero: 4233-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
767,"TIETE, SP",0361-1,"rua dr. palinuro num 490 - centro 185300 - tiete, sp tel: (15) 4003-1043 ag. numero: 0361-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
768,"TREMEMBE, SP",1817-1,"praca geraldo costa num 10 - centro 121202 - tremembe, sp tel: (12) 4003-1043 ag. numero: 1817-1 horario de atendimento: 10:00 as 15:00 (dias uteis)"
769,"TUPA, SP",0362-0,"avenida tamoios num 1772 - centro 176010 - tupa, sp tel: (14) 4003-1043 ag. numero: 0362-0 horario de atendimento: 10:00 as 15:00 (dias uteis)"
770,"UBATUBA, SP",0798-6,"rua conceicao num 128 - centro 11690165 - ubatuba, sp tel: (12) 4003-1043 ag. numero: 0798-6 horario de atendimento: 10:00 as 15:00 (dias uteis)"
771,"URUPES, SP",1170-3,"rua d pedro ii num 295 - centro 158500 - urupes, sp tel: (17) 4003-1043 ag. numero: 1170-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
772,"AV DOS ESPORTES, SP",4909-3,"avenida dos esportes num 340 - vila bissoto 13270210 - valinhos, sp tel: (19) 4003-1043 ag. numero: 4909-3 horario de atendimento: 10:00 as 15:00 (dias uteis)"
773,"VALINHOS, SP",0363-8,"rua rosa giardelli manprin num 105 - centro 13270160 - valinhos, sp tel: (19) 4003-1043 ag. numero: 0363-8 horario de atendimento: 10:00 as 15:00 (dias uteis)"
